log_date,request_type,platform,channel,locale,incremental,count
2019-02-03,tbid,m,r,sv-SE,,10
2019-02-03,tbid,m,r,tr,,10
2019-02-03,tbid,m,r,vi,,4
2019-02-03,tbid,m,r,zh-CN,,23
2019-02-03,tbid,m,r,zh-TW,,7
2019-02-03,tbid,w,a,ar,,19
2019-02-03,tbid,w,a,ca,,10
2019-02-03,tbid,w,a,cs,,13
2019-02-03,tbid,w,a,da,,9
2019-02-03,tbid,w,a,de,,23
2019-02-03,tbid,w,a,el,,7
2019-02-03,tbid,w,a,en-US,,121
2019-02-03,tbid,w,a,es-ES,,19
2019-02-03,tbid,w,a,fa,,11
2019-02-03,tbid,w,a,fr,,19
2019-02-03,tbid,w,a,ga-IE,,16
2019-02-03,tbid,w,a,he,,11
2019-02-03,tbid,w,a,hu,,9
2019-02-03,tbid,w,a,id,,7
2019-02-03,tbid,w,a,is,,6
2019-02-03,tbid,w,a,it,,15
2019-02-03,tbid,w,a,ja,,7
2019-02-03,tbid,w,a,ka,,11
2019-02-03,tbid,w,a,ko,,12
2019-02-03,tbid,w,a,nb-NO,,8
2019-02-03,tbid,w,a,nl,,13
2019-02-03,tbid,w,a,pl,,15
2019-02-03,tbid,w,a,pt-BR,,21
2019-02-03,tbid,w,a,ru,,111
2019-02-03,tbid,w,a,sv-SE,,13
2019-02-03,tbid,w,a,tr,,14
2019-02-03,tbid,w,a,vi,,12
2019-02-03,tbid,w,a,zh-CN,,16
2019-02-03,tbid,w,a,zh-TW,,13
2019-02-03,tbid,w,r,ar,,87
2019-02-03,tbid,w,r,ca,,14
2019-02-03,tbid,w,r,da,,19
2019-02-03,tbid,w,r,de,,526
2019-02-03,tbid,w,r,en-US,,10456
2019-02-03,tbid,w,r,es-ES,,1080
2019-02-03,tbid,w,r,fa,,43
2019-02-03,tbid,w,r,fr,,435
2019-02-03,tbid,w,r,ga-IE,,8
2019-02-03,tbid,w,r,he,,16
2019-02-03,tbid,w,r,id,,26
2019-02-03,tbid,w,r,is,,16
2019-02-03,tbid,w,r,it,,241
2019-02-03,tbid,w,r,ja,,73
2019-02-03,tbid,w,r,ko,,57
2019-02-03,tbid,w,r,nb-NO,,11
2019-02-03,tbid,w,r,nl,,46
2019-02-03,tbid,w,r,pl,,155
2019-02-03,tbid,w,r,pt-BR,,335
2019-02-03,tbid,w,r,ru,,1812
2019-02-03,tbid,w,r,sv-SE,,42
2019-02-03,tbid,w,r,tr,,63
2019-02-03,tbid,w,r,vi,,30
2019-02-03,tbid,w,r,zh-CN,,151
2019-02-03,tbid,w,r,zh-TW,,46
2019-02-03,tbsd,l,a,??,,5
2019-02-03,tbsd,l,a,ar,,17
2019-02-03,tbsd,l,a,ca,,12
2019-02-03,tbsd,l,a,cs,,10
2019-02-03,tbsd,l,a,da,,17
2019-02-03,tbsd,l,a,de,,16
2019-02-03,tbsd,l,a,el,,7
2019-02-03,tbsd,l,a,en-US,,21
2019-02-03,tbsd,l,a,es-ES,,17
2019-02-03,tbsd,l,a,fa,,11
2019-02-03,tbsd,l,a,fr,,13
2019-02-03,tbsd,l,a,ga-IE,,9
2019-02-03,tbsd,l,a,he,,13
2019-02-03,tbsd,l,a,hu,,9
2019-02-03,tbsd,l,a,id,,15
2019-02-03,tbsd,l,a,is,,11
2019-02-03,tbsd,l,a,it,,11
2019-02-03,tbsd,l,a,ja,,11
2019-02-03,tbsd,l,a,ka,,16
2019-02-03,tbsd,l,a,ko,,13
2019-02-03,tbsd,l,a,nb-NO,,13
2019-02-03,tbsd,l,a,nl,,9
2019-02-03,tbsd,l,a,pl,,15
2019-02-03,tbsd,l,a,pt-BR,,6
2019-02-03,tbsd,l,a,ru,,17
2019-02-03,tbsd,l,a,sv-SE,,7
2019-02-03,tbsd,l,a,tr,,16
2019-02-03,tbsd,l,a,vi,,8
2019-02-03,tbsd,l,a,zh-CN,,14
2019-02-03,tbsd,l,a,zh-TW,,16
2019-02-03,tbsd,l,r,??,,1
2019-02-03,tbsd,l,r,ar,,17
2019-02-03,tbsd,l,r,ca,,5
2019-02-03,tbsd,l,r,da,,8
2019-02-03,tbsd,l,r,de,,93
2019-02-03,tbsd,l,r,en-US,,718
2019-02-03,tbsd,l,r,es-ES,,53
2019-02-03,tbsd,l,r,fa,,17
2019-02-03,tbsd,l,r,fr,,56
2019-02-03,tbsd,l,r,ga-IE,,15
2019-02-03,tbsd,l,r,he,,9
2019-02-03,tbsd,l,r,id,,8
2019-02-03,tbsd,l,r,is,,12
2019-02-03,tbsd,l,r,it,,38
2019-02-03,tbsd,l,r,ja,,7
2019-02-03,tbsd,l,r,ko,,10
2019-02-03,tbsd,l,r,nb-NO,,14
2019-02-03,tbsd,l,r,nl,,11
2019-02-03,tbsd,l,r,pl,,12
2019-02-03,tbsd,l,r,pt-BR,,16
2019-02-03,tbsd,l,r,ru,,64
2019-02-03,tbsd,l,r,sv-SE,,15
2019-02-03,tbsd,l,r,tr,,12
2019-02-03,tbsd,l,r,vi,,11
2019-02-03,tbsd,l,r,zh-CN,,12
2019-02-03,tbsd,l,r,zh-TW,,8
2019-02-03,tbsd,m,a,ar,,8
2019-02-03,tbsd,m,a,ca,,6
2019-02-03,tbsd,m,a,cs,,4
2019-02-03,tbsd,m,a,da,,5
2019-02-03,tbsd,m,a,de,,4
2019-02-03,tbsd,m,a,el,,6
2019-02-03,tbsd,m,a,en-US,,13
2019-02-03,tbsd,m,a,es-ES,,4
2019-02-03,tbsd,m,a,fa,,5
2019-02-03,tbsd,m,a,fr,,5
2019-02-03,tbsd,m,a,ga-IE,,5
2019-02-03,tbsd,m,a,he,,6
2019-02-03,tbsd,m,a,hu,,5
2019-02-03,tbsd,m,a,id,,7
2019-02-03,tbsd,m,a,is,,4
2019-02-03,tbsd,m,a,it,,7
2019-02-03,tbsd,m,a,ja,,12
2019-02-03,tbsd,m,a,ka,,4
2019-02-03,tbsd,m,a,ko,,3
2019-02-03,tbsd,m,a,nb-NO,,6
2019-02-03,tbsd,m,a,nl,,5
2019-02-03,tbsd,m,a,pl,,13
2019-02-03,tbsd,m,a,pt-BR,,8
2019-02-03,tbsd,m,a,ru,,7
2019-02-03,tbsd,m,a,sv-SE,,10
2019-02-03,tbsd,m,a,tr,,6
2019-02-03,tbsd,m,a,vi,,5
2019-02-03,tbsd,m,a,zh-CN,,6
2019-02-03,tbsd,m,a,zh-TW,,3
2019-02-03,tbsd,m,r,ar,,3
2019-02-03,tbsd,m,r,ca,,6
2019-02-03,tbsd,m,r,da,,6
2019-02-03,tbsd,m,r,de,,13
2019-02-03,tbsd,m,r,en-US,,54
2019-02-03,tbsd,m,r,es-ES,,6
2019-02-03,tbsd,m,r,fa,,6
2019-02-03,tbsd,m,r,fr,,5
2019-02-03,tbsd,m,r,ga-IE,,3
2019-02-03,tbsd,m,r,he,,6
2019-02-03,tbsd,m,r,id,,4
2019-02-03,tbsd,m,r,is,,3
2019-02-03,tbsd,m,r,it,,9
2019-02-03,tbsd,m,r,ja,,4
2019-02-03,tbsd,m,r,ko,,7
2019-02-03,tbsd,m,r,nb-NO,,6
2019-02-03,tbsd,m,r,nl,,8
2019-02-03,tbsd,m,r,pl,,5
2019-02-03,tbsd,m,r,pt-BR,,2
2019-02-03,tbsd,m,r,ru,,13
2019-02-03,tbsd,m,r,sv-SE,,6
2019-02-03,tbsd,m,r,tr,,6
2019-02-03,tbsd,m,r,vi,,3
2019-02-03,tbsd,m,r,zh-CN,,1
2019-02-03,tbsd,m,r,zh-TW,,3
2019-02-03,tbsd,w,a,ar,,10
2019-02-03,tbsd,w,a,ca,,14
2019-02-03,tbsd,w,a,cs,,12
2019-02-03,tbsd,w,a,da,,22
2019-02-03,tbsd,w,a,de,,21
2019-02-03,tbsd,w,a,el,,10
2019-02-03,tbsd,w,a,en-US,,37
2019-02-03,tbsd,w,a,es-ES,,17
2019-02-03,tbsd,w,a,fa,,11
2019-02-03,tbsd,w,a,fr,,19
2019-02-03,tbsd,w,a,ga-IE,,12
2019-02-03,tbsd,w,a,he,,11
2019-02-03,tbsd,w,a,hu,,12
2019-02-03,tbsd,w,a,id,,8
2019-02-03,tbsd,w,a,is,,12
2019-02-03,tbsd,w,a,it,,11
2019-02-03,tbsd,w,a,ja,,23
2019-02-03,tbsd,w,a,ka,,10
2019-02-03,tbsd,w,a,ko,,15
2019-02-03,tbsd,w,a,nb-NO,,15
2019-02-03,tbsd,w,a,nl,,12
2019-02-03,tbsd,w,a,pl,,21
2019-02-03,tbsd,w,a,pt-BR,,15
2019-02-03,tbsd,w,a,ru,,19
2019-02-03,tbsd,w,a,sv-SE,,17
2019-02-03,tbsd,w,a,tr,,13
2019-02-03,tbsd,w,a,vi,,11
2019-02-03,tbsd,w,a,zh-CN,,16
2019-02-03,tbsd,w,a,zh-TW,,9
2019-02-03,tbsd,w,r,ar,,19
2019-02-03,tbsd,w,r,ca,,13
2019-02-03,tbsd,w,r,da,,13
2019-02-03,tbsd,w,r,de,,40
2019-02-03,tbsd,w,r,en-US,,186
2019-02-03,tbsd,w,r,es-ES,,28
2019-02-03,tbsd,w,r,fa,,17
2019-02-03,tbsd,w,r,fr,,21
2019-02-03,tbsd,w,r,ga-IE,,5
2019-02-03,tbsd,w,r,he,,8
2019-02-03,tbsd,w,r,id,,7
2019-02-03,tbsd,w,r,is,,16
2019-02-03,tbsd,w,r,it,,11
2019-02-03,tbsd,w,r,ja,,14
2019-02-03,tbsd,w,r,ko,,8
2019-02-03,tbsd,w,r,nb-NO,,4
2019-02-03,tbsd,w,r,nl,,8
2019-02-03,tbsd,w,r,pl,,10
2019-02-03,tbsd,w,r,pt-BR,,10
2019-02-03,tbsd,w,r,ru,,37
2019-02-03,tbsd,w,r,sv-SE,,12
2019-02-03,tbsd,w,r,tr,,11
2019-02-03,tbsd,w,r,vi,,11
2019-02-03,tbsd,w,r,zh-CN,,10
2019-02-03,tbsd,w,r,zh-TW,,9
2019-02-03,tbup,l,a,??,,13
2019-02-03,tbup,l,a,ca,,1
2019-02-03,tbup,l,a,cs,,2
2019-02-03,tbup,l,a,de,,26
2019-02-03,tbup,l,a,el,,1
2019-02-03,tbup,l,a,en-US,,250
2019-02-03,tbup,l,a,es-ES,,30
2019-02-03,tbup,l,a,fr,,9
2019-02-03,tbup,l,a,it,,2
2019-02-03,tbup,l,a,ja,,1
2019-02-03,tbup,l,a,nl,,1
2019-02-03,tbup,l,a,pl,,1
2019-02-03,tbup,l,a,pt-BR,,5
2019-02-03,tbup,l,a,ru,,40
2019-02-03,tbup,l,a,zh-CN,,2
2019-02-03,tbup,l,h,??,,10
2019-02-03,tbup,l,o,??,,37
2019-02-03,tbup,l,r,??,,22
2019-02-03,tbup,l,r,ar,,11
2019-02-03,tbup,l,r,ca,,3
2019-02-03,tbup,l,r,da,,3
2019-02-03,tbup,l,r,de,,1549
2019-02-03,tbup,l,r,en-US,,17064
2019-02-03,tbup,l,r,es-ES,,358
2019-02-03,tbup,l,r,fa,,4
2019-02-03,tbup,l,r,fr,,697
2019-02-03,tbup,l,r,id,,1
2019-02-03,tbup,l,r,it,,264
2019-02-03,tbup,l,r,ja,,65
2019-02-03,tbup,l,r,ko,,5
2019-02-03,tbup,l,r,nb-NO,,7
2019-02-03,tbup,l,r,nl,,47
2019-02-03,tbup,l,r,pl,,111
2019-02-03,tbup,l,r,pt-BR,,94
2019-02-03,tbup,l,r,ru,,1193
2019-02-03,tbup,l,r,sv-SE,,5
2019-02-03,tbup,l,r,tr,,24
2019-02-03,tbup,l,r,vi,,3
2019-02-03,tbup,l,r,zh-CN,,49
2019-02-03,tbup,l,r,zh-TW,,1
2019-02-03,tbup,m,a,??,,6
2019-02-03,tbup,m,a,ar,,7
2019-02-03,tbup,m,a,de,,39
2019-02-03,tbup,m,a,en-US,,374
2019-02-03,tbup,m,a,es-ES,,6
2019-02-03,tbup,m,a,fr,,22
2019-02-03,tbup,m,a,is,,1
2019-02-03,tbup,m,a,it,,9
2019-02-03,tbup,m,a,nl,,5
2019-02-03,tbup,m,a,pt-BR,,2
2019-02-03,tbup,m,a,ru,,67
2019-02-03,tbup,m,a,sv-SE,,2
2019-02-03,tbup,m,a,tr,,2
2019-02-03,tbup,m,a,zh-CN,,5
2019-02-03,tbup,m,a,zh-TW,,2
2019-02-03,tbup,m,r,??,,153
2019-02-03,tbup,m,r,ar,,8
2019-02-03,tbup,m,r,ca,,3
2019-02-03,tbup,m,r,da,,18
2019-02-03,tbup,m,r,de,,2250
2019-02-03,tbup,m,r,en-US,,24493
2019-02-03,tbup,m,r,es-ES,,418
2019-02-03,tbup,m,r,fa,,3
2019-02-03,tbup,m,r,fr,,962
2019-02-03,tbup,m,r,he,,2
2019-02-03,tbup,m,r,id,,1
2019-02-03,tbup,m,r,it,,447
2019-02-03,tbup,m,r,ko,,15
2019-02-03,tbup,m,r,nb-NO,,7
2019-02-03,tbup,m,r,nl,,121
2019-02-03,tbup,m,r,pl,,60
2019-02-03,tbup,m,r,pt-BR,,54
2019-02-03,tbup,m,r,ru,,3042
2019-02-03,tbup,m,r,sv-SE,,31
2019-02-03,tbup,m,r,tr,,20
2019-02-03,tbup,m,r,vi,,1
2019-02-03,tbup,m,r,zh-CN,,87
2019-02-03,tbup,m,r,zh-TW,,16
2019-02-03,tbup,w,a,ar,,75
2019-02-03,tbup,w,a,ca,,1
2019-02-03,tbup,w,a,cs,,14
2019-02-03,tbup,w,a,da,,2
2019-02-03,tbup,w,a,de,,157
2019-02-03,tbup,w,a,el,,4
2019-02-03,tbup,w,a,en-US,,814
2019-02-03,tbup,w,a,es-ES,,40
2019-02-03,tbup,w,a,fa,,11
2019-02-03,tbup,w,a,fr,,48
2019-02-03,tbup,w,a,he,,1
2019-02-03,tbup,w,a,hu,,13
2019-02-03,tbup,w,a,id,,2
2019-02-03,tbup,w,a,it,,49
2019-02-03,tbup,w,a,ja,,78
2019-02-03,tbup,w,a,ko,,12
2019-02-03,tbup,w,a,nb-NO,,1
2019-02-03,tbup,w,a,nl,,9
2019-02-03,tbup,w,a,pl,,17
2019-02-03,tbup,w,a,pt-BR,,17
2019-02-03,tbup,w,a,ru,,1136
2019-02-03,tbup,w,a,sv-SE,,2
2019-02-03,tbup,w,a,tr,,8
2019-02-03,tbup,w,a,zh-CN,,23
2019-02-03,tbup,w,a,zh-TW,,9
2019-02-03,tbup,w,r,ar,,407
2019-02-03,tbup,w,r,ca,,23
2019-02-03,tbup,w,r,da,,49
2019-02-03,tbup,w,r,de,,17506
2019-02-03,tbup,w,r,en-US,,125690
2019-02-03,tbup,w,r,es-ES,,6099
2019-02-03,tbup,w,r,fa,,413
2019-02-03,tbup,w,r,fr,,5765
2019-02-03,tbup,w,r,ga-IE,,2
2019-02-03,tbup,w,r,he,,42
2019-02-03,tbup,w,r,id,,86
2019-02-03,tbup,w,r,is,,4
2019-02-03,tbup,w,r,it,,2862
2019-02-03,tbup,w,r,ja,,1817
2019-02-03,tbup,w,r,ko,,360
2019-02-03,tbup,w,r,nb-NO,,24
2019-02-03,tbup,w,r,nl,,1561
2019-02-03,tbup,w,r,pl,,1634
2019-02-03,tbup,w,r,pt-BR,,1904
2019-02-03,tbup,w,r,pt-PT,,23
2019-02-03,tbup,w,r,ru,,53442
2019-02-03,tbup,w,r,sv-SE,,119
2019-02-03,tbup,w,r,tr,,1106
2019-02-03,tbup,w,r,vi,,69
2019-02-03,tbup,w,r,zh-CN,,1037
2019-02-03,tbup,w,r,zh-TW,,254
2019-02-03,tbur,l,a,ar,f,1
2019-02-03,tbur,l,r,ru,f,1
2019-02-03,tbur,w,r,de,f,1
2019-02-03,tbur,w,r,en-US,f,6
2019-02-03,tbur,w,r,en-US,t,3
2019-02-03,tbur,w,r,fr,t,1
2019-02-03,tbur,w,r,ko,f,1
2019-02-03,tbur,w,r,ru,f,2
2019-02-03,tbur,w,r,ru,t,2
2019-02-03,twdph,,,,,58048
2019-02-03,twhph,,,,,31822
