date,node,country,transport,version,frac,low,high
2019-02-05,bridge,pk,meek,,79,8,15
2019-02-05,bridge,pk,obfs3,,79,7,8
2019-02-05,bridge,pk,obfs4,,79,176,179
2019-02-05,bridge,pl,<OR>,,79,3,25
2019-02-05,bridge,pl,meek,,79,26,33
2019-02-05,bridge,pl,obfs3,,79,8,12
2019-02-05,bridge,pl,obfs4,,79,238,251
2019-02-05,bridge,pl,scramblesuit,,79,0,0
2019-02-05,bridge,pr,<OR>,,79,2,11
2019-02-05,bridge,pr,meek,,79,0,5
2019-02-05,bridge,pr,obfs3,,79,0,1
2019-02-05,bridge,pr,obfs4,,79,7,10
2019-02-05,bridge,ps,<OR>,,79,1,8
2019-02-05,bridge,ps,meek,,79,0,3
2019-02-05,bridge,ps,obfs3,,79,0,1
2019-02-05,bridge,ps,obfs4,,79,14,17
2019-02-05,bridge,pt,<OR>,,79,1,14
2019-02-05,bridge,pt,meek,,79,6,13
2019-02-05,bridge,pt,obfs3,,79,3,5
2019-02-05,bridge,pt,obfs4,,79,59,64
2019-02-05,bridge,pw,<OR>,,79,0,3
2019-02-05,bridge,pw,obfs3,,79,0,1
2019-02-05,bridge,pw,obfs4,,79,0,2
2019-02-05,bridge,py,<OR>,,79,1,10
2019-02-05,bridge,py,meek,,79,0,5
2019-02-05,bridge,py,obfs3,,79,0,1
2019-02-05,bridge,py,obfs4,,79,5,8
2019-02-05,bridge,qa,<OR>,,79,1,11
2019-02-05,bridge,qa,meek,,79,0,5
2019-02-05,bridge,qa,obfs3,,79,0,1
2019-02-05,bridge,qa,obfs4,,79,27,31
2019-02-05,bridge,re,<OR>,,79,0,6
2019-02-05,bridge,re,meek,,79,0,3
2019-02-05,bridge,re,obfs4,,79,4,6
2019-02-05,bridge,ro,<OR>,,79,1,18
2019-02-05,bridge,ro,meek,,79,32,39
2019-02-05,bridge,ro,obfs3,,79,8,11
2019-02-05,bridge,ro,obfs4,,79,147,155
2019-02-05,bridge,rs,<OR>,,79,2,12
2019-02-05,bridge,rs,fte,,79,0,0
2019-02-05,bridge,rs,meek,,79,0,3
2019-02-05,bridge,rs,obfs3,,79,0,2
2019-02-05,bridge,rs,obfs4,,79,39,45
2019-02-05,bridge,ru,<OR>,,79,90,220
2019-02-05,bridge,ru,fte,,79,0,0
2019-02-05,bridge,ru,meek,,79,1047,1055
2019-02-05,bridge,ru,obfs3,,79,804,825
2019-02-05,bridge,ru,obfs4,,79,6175,6295
2019-02-05,bridge,ru,scramblesuit,,79,0,1
2019-02-05,bridge,ru,snowflake,,79,0,0
2019-02-05,bridge,rw,<OR>,,79,0,8
2019-02-05,bridge,rw,meek,,79,0,3
2019-02-05,bridge,rw,obfs3,,79,0,1
2019-02-05,bridge,rw,obfs4,,79,5,8
2019-02-05,bridge,sa,<OR>,,79,1,17
2019-02-05,bridge,sa,meek,,79,32,39
2019-02-05,bridge,sa,obfs3,,79,17,19
2019-02-05,bridge,sa,obfs4,,79,270,277
2019-02-05,bridge,sb,obfs4,,79,0,0
2019-02-05,bridge,sc,<OR>,,79,0,5
2019-02-05,bridge,sc,meek,,79,0,1
2019-02-05,bridge,sc,obfs3,,79,0,1
2019-02-05,bridge,sc,obfs4,,79,1,4
2019-02-05,bridge,sd,<OR>,,79,0,13
2019-02-05,bridge,sd,meek,,79,14,21
2019-02-05,bridge,sd,obfs3,,79,0,1
2019-02-05,bridge,sd,obfs4,,79,52,56
2019-02-05,bridge,se,<OR>,,79,2,25
2019-02-05,bridge,se,meek,,79,18,25
2019-02-05,bridge,se,obfs3,,79,10,14
2019-02-05,bridge,se,obfs4,,79,133,148
2019-02-05,bridge,sg,<OR>,,79,8,21
2019-02-05,bridge,sg,meek,,79,16,23
2019-02-05,bridge,sg,obfs3,,79,3,4
2019-02-05,bridge,sg,obfs4,,79,65,70
2019-02-05,bridge,si,<OR>,,79,0,11
2019-02-05,bridge,si,meek,,79,0,5
2019-02-05,bridge,si,obfs3,,79,0,2
2019-02-05,bridge,si,obfs4,,79,11,15
2019-02-05,bridge,sk,<OR>,,79,12,23
2019-02-05,bridge,sk,meek,,79,0,3
2019-02-05,bridge,sk,obfs3,,79,3,4
2019-02-05,bridge,sk,obfs4,,79,30,37
2019-02-05,bridge,sl,<OR>,,79,0,2
2019-02-05,bridge,sl,obfs4,,79,0,3
2019-02-05,bridge,sn,<OR>,,79,0,6
2019-02-05,bridge,sn,meek,,79,0,3
2019-02-05,bridge,sn,obfs4,,79,14,17
2019-02-05,bridge,so,<OR>,,79,0,4
2019-02-05,bridge,so,meek,,79,0,1
2019-02-05,bridge,so,obfs4,,79,2,5
2019-02-05,bridge,sr,<OR>,,79,0,2
2019-02-05,bridge,sr,meek,,79,0,1
2019-02-05,bridge,sr,obfs4,,79,0,1
2019-02-05,bridge,ss,<OR>,,79,0,1
2019-02-05,bridge,ss,obfs4,,79,0,1
2019-02-05,bridge,sv,<OR>,,79,0,7
2019-02-05,bridge,sv,meek,,79,0,3
2019-02-05,bridge,sv,obfs3,,79,0,1
2019-02-05,bridge,sv,obfs4,,79,6,9
2019-02-05,bridge,sx,<OR>,,79,0,4
2019-02-05,bridge,sx,meek,,79,0,1
2019-02-05,bridge,sx,obfs4,,79,0,3
2019-02-05,bridge,sy,<OR>,,79,1,11
2019-02-05,bridge,sy,fte,,79,0,0
2019-02-05,bridge,sy,meek,,79,0,5
2019-02-05,bridge,sy,obfs3,,79,0,2
2019-02-05,bridge,sy,obfs4,,79,19,23
2019-02-05,bridge,sz,<OR>,,79,0,3
2019-02-05,bridge,sz,obfs3,,79,0,1
2019-02-05,bridge,sz,obfs4,,79,0,2
2019-02-05,bridge,tc,<OR>,,79,0,1
2019-02-05,bridge,tc,meek,,79,0,1
2019-02-05,bridge,td,<OR>,,79,0,3
2019-02-05,bridge,td,obfs3,,79,0,1
2019-02-05,bridge,td,obfs4,,79,4,6
2019-02-05,bridge,tg,<OR>,,79,0,6
2019-02-05,bridge,tg,meek,,79,0,3
2019-02-05,bridge,tg,obfs4,,79,1,4
2019-02-05,bridge,th,<OR>,,79,3,15
2019-02-05,bridge,th,meek,,79,6,13
2019-02-05,bridge,th,obfs3,,79,4,6
2019-02-05,bridge,th,obfs4,,79,805,809
2019-02-05,bridge,tj,<OR>,,79,0,6
2019-02-05,bridge,tj,meek,,79,0,1
2019-02-05,bridge,tj,obfs3,,79,0,1
2019-02-05,bridge,tj,obfs4,,79,15,19
2019-02-05,bridge,tl,<OR>,,79,0,1
2019-02-05,bridge,tl,obfs4,,79,0,1
2019-02-05,bridge,tm,<OR>,,79,0,18
2019-02-05,bridge,tm,meek,,79,0,1
2019-02-05,bridge,tm,obfs3,,79,0,4
2019-02-05,bridge,tm,obfs4,,79,83,98
2019-02-05,bridge,tn,<OR>,,79,0,12
2019-02-05,bridge,tn,meek,,79,0,7
2019-02-05,bridge,tn,obfs3,,79,0,1
2019-02-05,bridge,tn,obfs4,,79,72,76
2019-02-05,bridge,tr,<OR>,,79,2,34
2019-02-05,bridge,tr,meek,,79,89,96
2019-02-05,bridge,tr,obfs3,,79,440,446
2019-02-05,bridge,tr,obfs4,,79,2370,2393
2019-02-05,bridge,tr,snowflake,,79,0,0
2019-02-05,bridge,tt,<OR>,,79,0,8
2019-02-05,bridge,tt,meek,,79,0,5
2019-02-05,bridge,tt,obfs4,,79,6,9
2019-02-05,bridge,tw,<OR>,,79,1,15
2019-02-05,bridge,tw,meek,,79,0,5
2019-02-05,bridge,tw,obfs3,,79,0,2
2019-02-05,bridge,tw,obfs4,,79,25,33
2019-02-05,bridge,tz,<OR>,,79,0,5
2019-02-05,bridge,tz,meek,,79,0,1
2019-02-05,bridge,tz,obfs3,,79,0,1
2019-02-05,bridge,tz,obfs4,,79,12,15
2019-02-05,bridge,ua,<OR>,,79,10,37
2019-02-05,bridge,ua,meek,,79,167,175
2019-02-05,bridge,ua,obfs3,,79,65,69
2019-02-05,bridge,ua,obfs4,,79,785,803
2019-02-05,bridge,ug,<OR>,,79,1,13
2019-02-05,bridge,ug,meek,,79,6,13
2019-02-05,bridge,ug,obfs3,,79,3,5
2019-02-05,bridge,ug,obfs4,,79,38,42
2019-02-05,bridge,ug,scramblesuit,,79,0,0
2019-02-05,bridge,us,<OR>,,79,307,384
2019-02-05,bridge,us,fte,,79,0,0
2019-02-05,bridge,us,meek,,79,1246,1254
2019-02-05,bridge,us,obfs3,,79,194,204
2019-02-05,bridge,us,obfs4,,79,3008,3076
2019-02-05,bridge,us,scramblesuit,,79,0,1
2019-02-05,bridge,us,snowflake,,79,0,0
2019-02-05,bridge,uy,<OR>,,79,0,5
2019-02-05,bridge,uy,meek,,79,0,1
2019-02-05,bridge,uy,obfs3,,79,0,1
2019-02-05,bridge,uy,obfs4,,79,6,9
2019-02-05,bridge,uz,<OR>,,79,1,20
2019-02-05,bridge,uz,meek,,79,16,23
2019-02-05,bridge,uz,obfs3,,79,82,85
2019-02-05,bridge,uz,obfs4,,79,607,617
2019-02-05,bridge,va,<OR>,,79,0,1
2019-02-05,bridge,va,meek,,79,0,1
2019-02-05,bridge,vc,<OR>,,79,0,1
2019-02-05,bridge,vc,obfs4,,79,0,2
2019-02-05,bridge,ve,<OR>,,79,4,22
2019-02-05,bridge,ve,meek,,79,34,41
2019-02-05,bridge,ve,obfs3,,79,0,3
2019-02-05,bridge,ve,obfs4,,79,43,52
2019-02-05,bridge,vg,<OR>,,79,0,2
2019-02-05,bridge,vg,obfs4,,79,0,2
2019-02-05,bridge,vi,obfs4,,79,1,1
2019-02-05,bridge,vn,<OR>,,79,2,14
2019-02-05,bridge,vn,meek,,79,10,17
2019-02-05,bridge,vn,obfs3,,79,0,2
2019-02-05,bridge,vn,obfs4,,79,332,336
2019-02-05,bridge,vn,scramblesuit,,79,0,0
2019-02-05,bridge,vu,<OR>,,79,0,0
2019-02-05,bridge,vu,obfs4,,79,0,0
2019-02-05,bridge,ws,<OR>,,79,0,2
2019-02-05,bridge,ws,meek,,79,0,1
2019-02-05,bridge,ws,obfs4,,79,0,1
2019-02-05,bridge,xk,<OR>,,79,0,0
2019-02-05,bridge,xk,obfs4,,79,0,1
2019-02-05,bridge,ye,<OR>,,79,1,12
2019-02-05,bridge,ye,meek,,79,0,7
2019-02-05,bridge,ye,obfs3,,79,3,4
2019-02-05,bridge,ye,obfs4,,79,22,25
2019-02-05,bridge,za,<OR>,,79,4,15
2019-02-05,bridge,za,meek,,79,24,31
2019-02-05,bridge,za,obfs3,,79,3,4
2019-02-05,bridge,za,obfs4,,79,104,108
2019-02-05,bridge,zm,<OR>,,79,0,5
2019-02-05,bridge,zm,meek,,79,0,3
2019-02-05,bridge,zm,obfs4,,79,0,3
2019-02-05,bridge,zw,<OR>,,79,1,12
2019-02-05,bridge,zw,meek,,79,14,21
2019-02-05,bridge,zw,obfs3,,79,0,1
2019-02-05,bridge,zw,obfs4,,79,29,32
